candidate_id,label,current_title,years_of_experience,top_skills,career_history,summary
CAND_0071501,,HR Manager,8.0,,HR Manager @ Globex Inc (51m) | Sales Executive @ TCS (14m) | Accountant @ Hooli (16m),"Professional with 8.0+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0077373,,Software Engineer,5.4,Statistical Modeling,Software Engineer @ CRED (28m) | Java Developer @ Initech (30m) | DevOps Engineer @ TCS (6m),"Software engineer with 5.4 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0063067,,Graphic Designer,10.2,,Graphic Designer @ Pied Piper (20m) | Customer Support @ Hooli (12m) | Content Writer @ Pied Piper (45m),"Professional with 10.2+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0089433,,QA Engineer,7.0,Machine Learning,QA Engineer @ Acme Corp (24m) | Cloud Engineer @ Initech (45m) | DevOps Engineer @ CRED (14m),"Software engineer with 7.0 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0013628,,Software Engineer,5.3,"PyTorch, GANs, FAISS, Reinforcement Learning",Software Engineer @ Infosys (18m) | Mobile Developer @ Dunder Mifflin (21m) | Software Engineer @ Initech (23m),"Software engineer with 5.3 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0061722,,Software Engineer,6.8,"Reinforcement Learning, Terraform, GANs, Milvus, Feature Engineering, MongoDB, Speech Recognition",Software Engineer @ Wipro (48m) | Data Engineer @ Accenture (33m),"Software / data professional with 6.8 years of experience building data pipelines, backend systems, and analytics infrastructure. I've been the engineer who makes ML possible by getting the data pipelines right; now I want to do more of the ML itself. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice."
CAND_0062104,,Graphic Designer,12.4,,Graphic Designer @ Pied Piper (27m) | Operations Manager @ Dunder Mifflin (40m) | Mechanical Engineer @ Stark Industries (45m),"Professional with 12.4+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0096150,,Accountant,14.7,,Accountant @ Wipro (10m),"Professional with 2.1+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0053937,,Mechanical Engineer,6.2,,Mechanical Engineer @ Acme Corp (32m) | Operations Manager @ Stark Industries (42m),"Professional with 6.2+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0003855,,Business Analyst,8.1,,Business Analyst @ Acme Corp (21m) | Operations Manager @ Globex Inc (30m) | Graphic Designer @ Stark Industries (33m),"Professional with 8.1+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0003515,,Mechanical Engineer,5.6,"Reinforcement Learning, FAISS, Sentence Transformers, RAG, Prompt Engineering, Recommendation Systems, LangChain, Fine-tuning LLMs, Embeddings, Pinecone",Mechanical Engineer @ Wipro (15m) | Business Analyst @ Wipro (27m) | Mechanical Engineer @ Pied Piper (24m),"Mechanical Engineer with 5.6+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities."
CAND_0067380,,Accountant,9.7,,Accountant @ Wayne Enterprises (26m) | Content Writer @ Wayne Enterprises (22m) | Accountant @ Hooli (49m),"Professional with 9.7+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0040853,,Operations Manager,1.1,,Operations Manager @ Initech (61m),"Professional with 1.1+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0079233,,Graphic Designer,12.9,,Graphic Designer @ Initech (18m) | Graphic Designer @ Infosys (13m) | Business Analyst @ Dunder Mifflin (52m),"Professional with 12.9+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0071243,,Frontend Engineer,2.6,Computer Vision,Frontend Engineer @ Tech Mahindra (31m),"Software engineer with 2.6 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0012544,,.NET Developer,1.1,"CNN, Feature Engineering",.NET Developer @ HCL (13m),"Software engineer with 1.1 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0047536,,Accountant,10.3,,Accountant @ TCS (31m) | Sales Executive @ Pied Piper (51m) | Graphic Designer @ Wayne Enterprises (40m),"Professional with 10.3+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0012333,,Project Manager,10.4,,Project Manager @ TCS (20m) | Customer Support @ Globex Inc (43m) | Mechanical Engineer @ Dunder Mifflin (18m),"Professional with 10.4+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0001837,,Marketing Manager,5.0,"Data Science, Pinecone, Embeddings, Vector Search, RAG, Semantic Search, Fine-tuning LLMs, LangChain, FAISS",Marketing Manager @ Infosys (27m) | Business Analyst @ Acme Corp (20m) | Customer Support @ TCS (12m),"Marketing Manager with 5.0+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities."
CAND_0020545,,Backend Engineer,4.3,"Forecasting, MLflow, Weights & Biases",Backend Engineer @ Flipkart (51m),"Software / data professional with 4.3 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice."
CAND_0080562,,Content Writer,9.9,Feature Engineering,Content Writer @ Stark Industries (39m) | Sales Executive @ TCS (22m) | HR Manager @ Initech (46m),"Professional with 9.9+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0055048,,.NET Developer,5.8,Feature Engineering,.NET Developer @ Hooli (21m) | .NET Developer @ CRED (48m),"Software engineer with 5.8 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0004119,,Mechanical Engineer,9.7,,Mechanical Engineer @ Initech (38m) | Marketing Manager @ Hooli (14m) | Operations Manager @ Pied Piper (42m),"Professional with 9.7+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0034657,,Operations Manager,4.8,Image Classification,Operations Manager @ Wipro (46m) | Accountant @ Initech (10m),"Professional with 4.8+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0073985,,Business Analyst,6.6,,Business Analyst @ Pied Piper (38m) | Mechanical Engineer @ Pied Piper (16m) | Graphic Designer @ Wayne Enterprises (23m),"Professional with 6.6+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0032270,,Data Scientist,4.4,"Fine-tuning LLMs, RAG",Data Scientist @ Tech Mahindra (43m) | Senior Software Engineer (ML) @ Zomato (9m),"Data scientist / ML engineer with 4.4 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last couple of years building NLP-based classification and information extraction pipelines. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. Looking for a role where I can step up to more end-to-end ownership of ML systems, not just modeling."
CAND_0095411,,QA Engineer,4.3,,QA Engineer @ Accenture (18m) | QA Engineer @ Pied Piper (33m),"Software engineer with 4.3 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0012085,,.NET Developer,9.1,"Recommendation Systems, Python",.NET Developer @ Tech Mahindra (22m) | .NET Developer @ Cognizant (30m) | Java Developer @ Swiggy (46m),"Software engineer with 9.1 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0029803,,Project Manager,13.0,,Project Manager @ Wayne Enterprises (14m) | Marketing Manager @ Globex Inc (43m) | Customer Support @ Wayne Enterprises (30m),"Professional with 13.0+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0010476,,Cloud Engineer,2.2,,Cloud Engineer @ Swiggy (26m),"Software engineer with 2.2 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0087137,,Content Writer,4.7,,Content Writer @ Pied Piper (40m) | Project Manager @ Dunder Mifflin (15m),"Professional with 4.7+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0086346,,Frontend Engineer,7.4,YOLO,Frontend Engineer @ Swiggy (34m) | Cloud Engineer @ Globex Inc (28m) | Full Stack Developer @ Infosys (25m),"Software engineer with 7.4 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0060972,,Mechanical Engineer,7.6,"RAG, LLMs, Prompt Engineering, Information Retrieval, Hugging Face Transformers, Embeddings, FAISS",Mechanical Engineer @ Wipro (22m) | Business Analyst @ Wayne Enterprises (32m) | Sales Executive @ Acme Corp (28m),"Mechanical Engineer with 7.6+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities."
CAND_0046126,,Marketing Manager,3.4,,Marketing Manager @ Globex Inc (15m) | Content Writer @ Pied Piper (25m),"Professional with 3.4+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0082267,,Content Writer,1.2,,Content Writer @ Wipro (14m),"Professional with 1.2+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0041333,,Mechanical Engineer,5.6,,Mechanical Engineer @ Initech (32m) | Customer Support @ Infosys (26m) | Content Writer @ Initech (8m),"Professional with 5.6+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0008277,,Senior Software Engineer,2.3,"Image Classification, Computer Vision, Data Science",Senior Software Engineer @ CRED (27m),"Software / data professional with 2.3 years of experience building data pipelines, backend systems, and analytics infrastructure. I've been the engineer who makes ML possible by getting the data pipelines right; now I want to do more of the ML itself. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice."
CAND_0002594,,Accountant,12.1,Object Detection,Accountant @ Infosys (14m) | Accountant @ Wayne Enterprises (26m) | Mechanical Engineer @ Acme Corp (16m),"Professional with 12.1+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0050364,,Graphic Designer,13.7,,Graphic Designer @ Dunder Mifflin (25m) | Content Writer @ Pied Piper (21m) | Operations Manager @ TCS (34m),"Professional with 13.7+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0039789,,DevOps Engineer,3.3,Weights & Biases,DevOps Engineer @ Accenture (39m),"Software engineer with 3.3 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0003666,,Civil Engineer,2.3,,Civil Engineer @ Stark Industries (14m) | Marketing Manager @ Dunder Mifflin (13m),"Professional with 2.3+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0006508,,Operations Manager,3.0,"LangChain, Embeddings, Semantic Search, Hugging Face Transformers, LLMs",Operations Manager @ Dunder Mifflin (25m) | Graphic Designer @ Stark Industries (10m),"Operations Manager with 3.0+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities."
CAND_0052992,,Mechanical Engineer,2.2,,Mechanical Engineer @ Acme Corp (26m),"Professional with 2.2+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0084924,,Backend Engineer,5.7,,Backend Engineer @ Stark Industries (32m) | Software Engineer @ Acme Corp (36m),"Software / data professional with 5.7 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice."
CAND_0056195,,Software Engineer,4.3,,Software Engineer @ Globex Inc (38m) | Cloud Engineer @ CRED (13m),"Software engineer with 4.3 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0035204,,Graphic Designer,11.3,"OpenCV, LangChain, Embeddings, Information Retrieval, RAG, Prompt Engineering, Sentence Transformers",Graphic Designer @ Initech (20m) | Sales Executive @ Pied Piper (26m) | Project Manager @ Pied Piper (27m),"Graphic Designer with 11.3+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities."
CAND_0058754,,Graphic Designer,8.2,,Graphic Designer @ Initech (18m) | Civil Engineer @ Hooli (14m) | Mechanical Engineer @ Pied Piper (48m),"Professional with 8.2+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0053628,,HR Manager,8.5,,HR Manager @ Globex Inc (51m) | Customer Support @ Pied Piper (38m) | Project Manager @ Initech (12m),"Professional with 8.5+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0033854,,QA Engineer,1.2,GANs,QA Engineer @ Globex Inc (14m),"Software engineer with 1.2 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0006681,,Full Stack Developer,9.1,"TTS, OpenSearch",Full Stack Developer @ Accenture (27m) | .NET Developer @ Pied Piper (42m) | Frontend Engineer @ Pied Piper (31m),"Software engineer with 9.1 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0053446,,Marketing Manager,13.7,,Marketing Manager @ Acme Corp (52m) | Accountant @ Initech (24m) | Operations Manager @ Hooli (54m),"Professional with 13.7+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0015339,,Full Stack Developer,5.7,PEFT,Full Stack Developer @ Zomato (46m) | DevOps Engineer @ Razorpay (21m),"Software engineer with 5.7 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0082527,,Graphic Designer,1.0,YOLO,Graphic Designer @ Dunder Mifflin (12m),"Professional with 1.0+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0095352,,Business Analyst,10.5,,Business Analyst @ Infosys (22m) | Marketing Manager @ Hooli (46m) | Accountant @ Wayne Enterprises (45m),"Professional with 10.5+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0005774,,Content Writer,3.1,,Content Writer @ Wipro (28m) | Project Manager @ Initech (8m),"Professional with 3.1+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0045208,,Software Engineer,8.6,Prompt Engineering,Software Engineer @ Dunder Mifflin (40m) | Full Stack Developer @ Initech (13m) | QA Engineer @ Globex Inc (49m),"Software engineer with 8.6 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0082439,,Sales Executive,1.8,Data Science,Sales Executive @ Infosys (13m) | Operations Manager @ Wipro (8m),"Professional with 1.8+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0045198,,Accountant,12.7,TTS,Accountant @ Hooli (18m) | Marketing Manager @ Pied Piper (18m) | Customer Support @ Globex Inc (42m),"Professional with 12.7+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
