candidate_id,label,current_title,years_of_experience,top_skills,career_history,summary,category
CAND_0001884,0.298,HR Manager,4.1,,HR Manager @ TCS (20m) | Mechanical Engineer @ Acme Corp (28m),"Professional with 4.1+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",irrelevant_title
CAND_0010294,0.0,.NET Developer,8.0,MLflow,.NET Developer @ Mphasis (144m) | Cloud Engineer @ Cognizant (43m) | Software Engineer @ Initech (33m),"Software engineer with 8.0 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",honeypot: impossible_tenure(.NET Developer@Mphasis 144m vs 8.0yr)
CAND_0089709,1.512,Software Engineer,7.3,"FAISS, GANs",Software Engineer @ Zomato (34m) | Cloud Engineer @ Mindtree (44m) | Software Engineer @ Swiggy (8m),"Software engineer with 7.3 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0049785,0.997,Software Engineer,1.3,Diffusion Models,Software Engineer @ CRED (15m),"Software engineer with 1.3 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0017460,0.221,Customer Support,12.2,,Customer Support @ Initech (12m) | Sales Executive @ TCS (15m) | Customer Support @ Wayne Enterprises (24m),"Professional with 12.2+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",irrelevant_title
CAND_0063266,0.15,Content Writer,8.1,ASR,Content Writer @ Stark Industries (51m) | Accountant @ Acme Corp (19m) | HR Manager @ Pied Piper (26m),"Professional with 8.1+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",irrelevant_no_ml
CAND_0006905,0.165,Mobile Developer,9.1,,Mobile Developer @ Hooli (39m) | Full Stack Developer @ Pied Piper (22m) | Software Engineer @ Pied Piper (14m),"Software engineer with 9.1 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",title_chaser
CAND_0047544,0.63,Mechanical Engineer,11.0,"Sentence Transformers, Hugging Face Transformers, Prompt Engineering, Semantic Search, Fine-tuning LLMs, Embeddings, FAISS, LangChain, Pinecone, Recommendation Systems",Mechanical Engineer @ Globex Inc (50m) | Marketing Manager @ Pied Piper (14m) | Operations Manager @ Wipro (36m),"Mechanical Engineer with 11.0+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities.",irrelevant_title
CAND_0078043,1.351,Software Engineer,3.0,,Software Engineer @ Pied Piper (20m) | Frontend Engineer @ Mphasis (15m),"Software engineer with 3.0 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0008287,0.323,Cloud Engineer,6.8,,Cloud Engineer @ Globex Inc (25m) | Software Engineer @ Swiggy (56m),"Software engineer with 6.8 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",irrelevant_title
CAND_0019288,2.757,AI Research Engineer,5.7,"pgvector, TensorFlow, OpenSearch, NLP, Feature Engineering, Object Detection, Prompt Engineering",AI Research Engineer @ Paytm (12m) | Junior ML Engineer @ Meesho (38m) | AI Research Engineer @ InMobi (18m),"Data scientist / ML engineer with 5.7 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last couple of years building NLP-based classification and information extraction pipelines. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I want to grow into senior AI engineering — get serious about LLMs and retrieval beyond the surface level.",normal
CAND_0096150,0.0,Accountant,14.7,,Accountant @ Wipro (10m),"Professional with 2.1+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",honeypot: career_yoe_mismatch(ratio=0.06)
CAND_0069210,1.191,Software Engineer,6.2,"MLOps, Feature Engineering",Software Engineer @ Wipro (36m) | Software Engineer @ HCL (15m) | DevOps Engineer @ Acme Corp (22m),"Software engineer with 6.2 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0067216,0.726,Graphic Designer,6.6,"Vector Search, FAISS, Semantic Search, LangChain, Information Retrieval, Hugging Face Transformers, Embeddings, Sentence Transformers",Graphic Designer @ Dunder Mifflin (20m) | Customer Support @ Infosys (24m) | Operations Manager @ Wipro (25m),"Graphic Designer with 6.6+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities.",irrelevant_title
CAND_0095620,0.15,Civil Engineer,10.9,,Civil Engineer @ TCS (20m) | Business Analyst @ Pied Piper (18m) | Civil Engineer @ Infosys (39m),"Professional with 10.9+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",irrelevant_no_ml
CAND_0044452,0.317,HR Manager,6.3,TTS,HR Manager @ Hooli (45m) | Accountant @ Acme Corp (30m),"Professional with 6.3+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",irrelevant_title
CAND_0095213,2.75,ML Engineer,5.1,"Python, Diffusion Models, Pinecone, LlamaIndex, LoRA, Forecasting, Milvus, PEFT, Computer Vision, ASR",ML Engineer @ Genpact AI (44m) | Junior ML Engineer @ Paytm (16m),"Data scientist / ML engineer with 5.1 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last couple of years building NLP-based classification and information extraction pipelines. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I want to grow into senior AI engineering — get serious about LLMs and retrieval beyond the surface level.",normal
CAND_0061257,2.3,Staff Machine Learning Engineer,8.0,"PEFT, Haystack, Time Series, Machine Learning, Information Retrieval Systems, Search Infrastructure, Image Classification, Feature Engineering, Model Adaptation, Indexing Algorithms",Staff Machine Learning Engineer @ LinkedIn (43m) | Senior Applied Scientist @ Yellow.ai (52m),"Senior engineer who has spent the last several years building systems that connect users with relevant information at scale. Comfortable across the full stack from infrastructure to algorithms to product experience, though most of my time has been in the middle layer — the ranking and retrieval systems that decide what to show. Strong preference for shipping real systems over research-only work; I'd rather have a working v1 in 6 weeks than a perfect v2 in 6 months. I've made the standard mistakes — over-engineering early, optimizing offline metrics that didn't move online numbers, building beautiful infrastructure for features that users didn't actually want — so I notice them faster now. Looking for senior IC or tech-lead roles where I can own the intelligence layer end-to-end at a product company.",normal
CAND_0097429,1.632,Software Engineer,8.0,"Reinforcement Learning, OpenCV, Diffusion Models",Software Engineer @ PharmEasy (19m) | Data Engineer @ InMobi (52m) | Analytics Engineer @ Hooli (24m),"Software / data professional with 8.0 years of experience building data pipelines, backend systems, and analytics infrastructure. I've been the engineer who makes ML possible by getting the data pipelines right; now I want to do more of the ML itself. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",normal
CAND_0081321,2.75,Senior Software Engineer (ML),5.3,"Weaviate, MLflow, Time Series, Milvus, PyTorch, Object Detection",Senior Software Engineer (ML) @ Freshworks (30m) | Senior Software Engineer (ML) @ Razorpay (13m) | Junior ML Engineer @ PharmEasy (20m),"Data scientist / ML engineer with 5.3 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split between dashboarding/analytics and shipping production ML models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems.",normal
CAND_0057739,0.15,Project Manager,3.1,BentoML,Project Manager @ Pied Piper (18m) | Graphic Designer @ Wayne Enterprises (19m),"Professional with 3.1+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",irrelevant_no_ml
CAND_0017859,2.202,Software Engineer,6.5,"Statistical Modeling, Computer Vision, Weaviate",Software Engineer @ Flipkart (22m) | Software Engineer @ PolicyBazaar (28m) | Data Engineer @ Mindtree (26m),"Software / data professional with 6.5 years of experience building data pipelines, backend systems, and analytics infrastructure. I've been the engineer who makes ML possible by getting the data pipelines right; now I want to do more of the ML itself. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",normal
CAND_0028075,0.31,Java Developer,4.5,OpenSearch,Java Developer @ Stark Industries (21m) | Java Developer @ Cognizant (16m) | Software Engineer @ Cognizant (15m),"Software engineer with 4.5 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",irrelevant_title
CAND_0073969,0.167,Mobile Developer,7.0,BM25,Mobile Developer @ Initech (32m) | DevOps Engineer @ Hooli (15m) | .NET Developer @ Razorpay (15m),"Software engineer with 7.0 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",title_chaser
CAND_0011556,0.562,QA Engineer,5.4,"Object Detection, Vector Search, Speech Recognition",QA Engineer @ Hooli (28m) | Full Stack Developer @ HCL (19m) | Frontend Engineer @ Wayne Enterprises (16m),"Software engineer with 5.4 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",irrelevant_title
CAND_0039562,0.244,Business Analyst,13.7,,Business Analyst @ Initech (45m) | HR Manager @ Wayne Enterprises (33m) | Customer Support @ Dunder Mifflin (33m),"Professional with 13.7+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",irrelevant_title
CAND_0069529,1.23,Full Stack Developer,6.3,,Full Stack Developer @ Capgemini (39m) | QA Engineer @ Acme Corp (14m) | DevOps Engineer @ Razorpay (21m),"Software engineer with 6.3 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0074731,2.3,Data Scientist,6.6,"Weaviate, MLflow, OpenCV, Computer Vision, MLOps, OpenSearch, Statistical Modeling, LoRA",Data Scientist @ InMobi (50m) | Data Scientist @ Vedantu (28m),"Data scientist / ML engineer with 6.6 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work has been on predictive modeling for customer-facing problems — churn, conversion, lifetime value. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I want to grow into senior AI engineering — get serious about LLMs and retrieval beyond the surface level.",normal
CAND_0029630,1.771,Backend Engineer,4.4,"RAG, Qdrant, TTS, Forecasting",Backend Engineer @ Acme Corp (13m) | Backend Engineer @ Zoho (31m) | Analytics Engineer @ TCS (8m),"Software / data professional with 4.4 years of experience building data pipelines, backend systems, and analytics infrastructure. Most of my work has been data pipelines and analytics infrastructure; I've shipped a couple of small ML features but it's not the core of my day. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",normal
CAND_0091600,1.854,Full Stack Developer,5.6,"Hugging Face Transformers, Data Science",Full Stack Developer @ Razorpay (43m) | .NET Developer @ Acme Corp (23m),"Software engineer with 5.6 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0008960,0.0,Graphic Designer,10.3,Image Classification,Graphic Designer @ Stark Industries (171m) | Customer Support @ Hooli (46m) | Customer Support @ TCS (27m),"Professional with 10.3+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",honeypot: impossible_tenure(Graphic Designer@Stark Industries 171m vs 10.3yr)
CAND_0063576,1.039,Full Stack Developer,1.2,"Image Classification, Hugging Face Transformers",Full Stack Developer @ Hooli (14m),"Software engineer with 1.2 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0010465,0.636,Content Writer,13.7,"FAISS, RAG, Embeddings, LLMs, Sentence Transformers, Information Retrieval, Hugging Face Transformers",Content Writer @ Pied Piper (51m) | Mechanical Engineer @ Wipro (34m) | Project Manager @ Dunder Mifflin (46m),"Content Writer with 13.7+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities.",irrelevant_title
CAND_0036504,0.211,.NET Developer,1.4,"TTS, Kubeflow",.NET Developer @ Accenture (16m),"Software engineer with 1.4 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",irrelevant_title
CAND_0015528,3.0,Applied ML Engineer,7.4,"Weaviate, BentoML, Weights & Biases, LangChain, pgvector, TensorFlow, Information Retrieval, OpenSearch, LoRA, Deep Learning",Applied ML Engineer @ Krutrim (52m) | Senior Data Scientist @ Locobuzz (20m) | Senior Data Scientist @ Rephrase.ai (15m),"Machine learning engineer with 7.4 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. I've spent enough time debugging production ranking issues to know which signals matter and which are noise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.",normal
CAND_0094872,1.219,Full Stack Developer,7.9,,Full Stack Developer @ Accenture (24m) | .NET Developer @ Initech (36m) | QA Engineer @ Stark Industries (15m),"Software engineer with 7.9 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0056548,1.627,Software Engineer,5.0,"Qdrant, FAISS",Software Engineer @ Hooli (39m) | DevOps Engineer @ Acme Corp (20m),"Software engineer with 5.0 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0036570,1.384,Senior Software Engineer,2.7,"Pinecone, Diffusion Models, Object Detection",Senior Software Engineer @ BYJU'S (32m),"Software / data professional with 2.7 years of experience building data pipelines, backend systems, and analytics infrastructure. I've been the engineer who makes ML possible by getting the data pipelines right; now I want to do more of the ML itself. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",normal
CAND_0026007,1.997,Senior Software Engineer,6.2,"Object Detection, MLflow, Reinforcement Learning, Weaviate, Kubeflow",Senior Software Engineer @ Nykaa (18m) | Data Engineer @ Mphasis (40m) | Senior Software Engineer @ Unacademy (15m),"Software / data professional with 6.2 years of experience building data pipelines, backend systems, and analytics infrastructure. Most of my work has been data pipelines and analytics infrastructure; I've shipped a couple of small ML features but it's not the core of my day. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",normal
CAND_0042798,2.342,Data Engineer,6.8,CNN,Data Engineer @ Paytm (32m) | Backend Engineer @ upGrad (39m) | Data Engineer @ Mphasis (9m),"Software / data professional with 6.8 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",normal
CAND_0023198,0.3,.NET Developer,5.6,Time Series,.NET Developer @ Infosys (39m) | QA Engineer @ Cognizant (27m),"Software engineer with 5.6 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",consulting_only
CAND_0071844,0.725,Full Stack Developer,1.6,Hugging Face Transformers,Full Stack Developer @ CRED (19m),"Software engineer with 1.6 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",inactive
CAND_0089057,0.346,Accountant,6.9,,Accountant @ Infosys (52m) | Project Manager @ Globex Inc (30m),"Professional with 6.9+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",irrelevant_title
CAND_0016426,0.259,Java Developer,7.8,Hugging Face Transformers,Java Developer @ Dunder Mifflin (22m) | Cloud Engineer @ Wayne Enterprises (46m) | Frontend Engineer @ Infosys (24m),"Software engineer with 7.8 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",inactive
CAND_0075352,0.818,Full Stack Developer,5.8,Prompt Engineering,Full Stack Developer @ Swiggy (32m) | Mobile Developer @ Cognizant (15m) | QA Engineer @ Flipkart (21m),"Software engineer with 5.8 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",inactive
CAND_0000082,0.704,Data Analyst,7.4,"GANs, TTS, YOLO, Pinecone, Reinforcement Learning, Embeddings",Data Analyst @ Wipro (30m) | Senior Data Engineer @ Zomato (36m) | Backend Engineer @ Mindtree (22m),"Software / data professional with 7.4 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",irrelevant_title
CAND_0000313,1.465,Software Engineer,7.0,OpenSearch,Software Engineer @ Wipro (49m) | Mobile Developer @ Swiggy (34m),"Software engineer with 7.0 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0016738,0.991,Software Engineer,7.0,"Semantic Search, Embeddings",Software Engineer @ Zomato (45m) | Java Developer @ Pied Piper (38m),"Software engineer with 7.0 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",inactive
CAND_0073110,0.6,Cloud Engineer,7.5,Embeddings,Cloud Engineer @ Stark Industries (50m) | QA Engineer @ Tech Mahindra (16m) | QA Engineer @ CRED (22m),"Software engineer with 7.5 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",irrelevant_title
