candidate_id,label,current_title,years_of_experience,top_skills,career_history,summary
CAND_0002782,2.544,Civil Engineer,10.9,Data Science,Civil Engineer @ Infosys (26m) | Graphic Designer @ Pied Piper (15m) | Content Writer @ Infosys (40m),"Professional with 10.9+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0002794,1.440,Graphic Designer,14.5,,Graphic Designer @ Pied Piper (22m) | Business Analyst @ Infosys (50m) | Mechanical Engineer @ Hooli (52m),"Professional with 14.5+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0002880,0.960,Content Writer,1.0,,Content Writer @ Hooli (12m),"Professional with 1.0+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0002974,1.632,Project Manager,4.8,,Project Manager @ Initech (49m) | Sales Executive @ Acme Corp (8m),"Professional with 4.8+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0002989,2.184,Customer Support,6.1,,Customer Support @ Wipro (52m) | Marketing Manager @ Wayne Enterprises (20m),"Professional with 6.1+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0003002,0.984,QA Engineer,2.6,TTS,QA Engineer @ CRED (14m) | QA Engineer @ Globex Inc (16m),"Software engineer with 2.6 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0003050,1.848,Accountant,4.0,,Accountant @ Pied Piper (15m) | Business Analyst @ Wipro (18m) | Business Analyst @ Globex Inc (14m),"Professional with 4.0+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0003107,1.944,HR Manager,4.0,,HR Manager @ Wayne Enterprises (37m) | Business Analyst @ Wayne Enterprises (10m),"Professional with 4.0+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0003114,2.928,Mechanical Engineer,4.0,BentoML,Mechanical Engineer @ Pied Piper (19m) | Business Analyst @ Acme Corp (28m),"Professional with 4.0+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0003241,1.824,Sales Executive,4.6,,Sales Executive @ Stark Industries (55m),"Professional with 4.6+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0003242,1.176,Accountant,14.9,OpenCV,Accountant @ Globex Inc (52m) | Project Manager @ Pied Piper (40m) | Mechanical Engineer @ Pied Piper (36m),"Professional with 14.9+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0003259,1.320,Business Analyst,7.7,,Business Analyst @ Acme Corp (43m) | HR Manager @ Dunder Mifflin (20m) | Mechanical Engineer @ Dunder Mifflin (28m),"Professional with 7.7+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0003300,0.912,HR Manager,10.3,ASR,HR Manager @ Acme Corp (39m) | Civil Engineer @ Pied Piper (18m) | Marketing Manager @ Initech (36m),"Professional with 10.3+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0003406,1.992,Marketing Manager,8.8,,Marketing Manager @ Initech (15m) | Mechanical Engineer @ Infosys (14m) | Marketing Manager @ Wayne Enterprises (25m),"Professional with 8.8+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0003477,1.224,Mobile Developer,2.3,Hugging Face Transformers,Mobile Developer @ Hooli (27m),"Software engineer with 2.3 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0003531,2.208,Data Engineer,3.0,"Embeddings, MLflow, Data Science, Weights & Biases",Data Engineer @ Stark Industries (36m),"Software / data professional with 3.0 years of experience building data pipelines, backend systems, and analytics infrastructure. I've been the engineer who makes ML possible by getting the data pipelines right; now I want to do more of the ML itself. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice."
CAND_0003638,1.008,Graphic Designer,9.4,,Graphic Designer @ Initech (44m) | Accountant @ TCS (31m) | Customer Support @ Hooli (37m),"Professional with 9.4+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0003693,2.520,Mechanical Engineer,1.4,,Mechanical Engineer @ Wipro (16m),"Professional with 1.4+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0003702,1.728,Accountant,6.4,CNN,Accountant @ Initech (39m) | Marketing Manager @ Hooli (37m),"Professional with 6.4+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0003846,1.152,Sales Executive,11.3,Image Classification,Sales Executive @ TCS (54m) | Civil Engineer @ Pied Piper (48m) | Content Writer @ Stark Industries (25m),"Professional with 11.3+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0003918,0.840,Software Engineer,5.6,LLMs,Software Engineer @ Cognizant (14m) | Software Engineer @ Accenture (52m),"Software engineer with 5.6 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0004133,1.368,Business Analyst,14.7,,Business Analyst @ Wipro (20m) | Sales Executive @ Wipro (38m) | HR Manager @ Pied Piper (25m),"Professional with 14.7+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0004154,1.704,Project Manager,11.8,Object Detection,Project Manager @ Acme Corp (21m) | Customer Support @ Wipro (19m) | Accountant @ Infosys (45m),"Professional with 11.8+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0004201,2.424,Mobile Developer,7.2,"BentoML, TTS",Mobile Developer @ Stark Industries (45m) | Full Stack Developer @ Wayne Enterprises (30m) | Software Engineer @ Infosys (10m),"Software engineer with 7.2 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0004217,1.752,Mobile Developer,5.7,,Mobile Developer @ Wipro (42m) | Frontend Engineer @ Tech Mahindra (26m),"Software engineer with 5.7 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0004223,1.104,Mobile Developer,8.4,,Mobile Developer @ TCS (27m) | .NET Developer @ Stark Industries (37m) | Full Stack Developer @ Initech (18m),"Software engineer with 8.4 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0004224,2.616,Software Engineer,2.7,scikit-learn,Software Engineer @ Swiggy (25m) | Java Developer @ Acme Corp (7m),"Software engineer with 2.7 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0004366,0.648,Mechanical Engineer,6.0,Object Detection,Mechanical Engineer @ Wipro (39m) | Content Writer @ Wayne Enterprises (32m),"Professional with 6.0+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0004410,1.248,Frontend Engineer,10.0,"Statistical Modeling, Weights & Biases",Frontend Engineer @ Acme Corp (45m) | Java Developer @ Dunder Mifflin (18m) | Mobile Developer @ Globex Inc (20m),"Software engineer with 10.0 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0004548,2.760,Accountant,11.0,"Recommendation Systems, Embeddings, Pinecone, Vector Search, RAG",Accountant @ TCS (15m) | Project Manager @ Initech (32m) | Graphic Designer @ Acme Corp (46m),"Accountant with 11.0+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities."
CAND_0004558,2.832,Frontend Engineer,6.8,Data Science,Frontend Engineer @ CRED (13m) | Mobile Developer @ Swiggy (16m) | Java Developer @ Tech Mahindra (51m),"Software engineer with 6.8 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0004640,1.080,Operations Manager,14.4,OpenCV,Operations Manager @ Globex Inc (22m) | Operations Manager @ Dunder Mifflin (14m) | Accountant @ TCS (34m),"Professional with 14.4+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0004645,2.376,Operations Manager,3.6,,Operations Manager @ Initech (30m) | Customer Support @ TCS (13m),"Professional with 3.6+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0004655,1.392,Mechanical Engineer,1.6,,Mechanical Engineer @ TCS (19m),"Professional with 1.6+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0004680,2.136,HR Manager,6.0,,HR Manager @ Hooli (26m) | Accountant @ Hooli (38m) | Civil Engineer @ TCS (7m),"Professional with 6.0+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0004711,1.512,Graphic Designer,7.5,MLOps,Graphic Designer @ TCS (36m) | Project Manager @ Acme Corp (44m) | Operations Manager @ Globex Inc (9m),"Professional with 7.5+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0004824,2.352,Mechanical Engineer,7.3,,Mechanical Engineer @ Initech (26m) | Content Writer @ Acme Corp (43m) | Business Analyst @ Acme Corp (17m),"Professional with 7.3+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0004851,1.296,Civil Engineer,2.8,,Civil Engineer @ Infosys (33m),"Professional with 2.8+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0004937,2.496,Business Analyst,13.0,YOLO,Business Analyst @ TCS (37m) | Project Manager @ Pied Piper (44m) | Sales Executive @ Wayne Enterprises (46m),"Professional with 13.0+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0004952,2.064,Operations Manager,13.2,,Operations Manager @ Wayne Enterprises (25m) | Sales Executive @ Pied Piper (51m) | Sales Executive @ Acme Corp (33m),"Professional with 13.2+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0004989,2.976,Project Manager,12.6,,Project Manager @ Pied Piper (39m) | Business Analyst @ TCS (31m) | Business Analyst @ Wayne Enterprises (13m),"Professional with 12.6+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
